name,path_name,theatre_code,address,city,state,postal_code,latitude,longitude,phone_number,pwp_availability,iana_timezone,value_day_text,unlimited_tier
Regal Independence Mall,regal-independence-mall-rpx-1717,1717,101 Kingston Collection Way,Kingston,MA,02364,41.9716,-70.7175,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,2
Regal Edwards Eastvale Gateway,regal-edwards-eastvale-gateway-1916,1916,12285 Limonite Avenue,Eastvale,CA,91752,33.977,-117.5539,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Hollywood - St. Joseph,regal-hollywood-st-joseph-1624,1624,5405 N. Belt Hwy Bldg M,St Joseph,MO,64506,39.8146,-94.8148,(844) 462-7342,True,US/Central,$7.00 every Tuesday,1
Regal Opry Mills,regal-opry-mills-0615,0615,570 Opry Mills Drive,Nashville,TN,37214,36.2008,-86.6905,(844) 462-7342,True,US/Central,$6.50 every Tuesday,3
Regal Bartlesville,regal-bartlesville-movies-1630,1630,100  Washington Park Mall,Bartlesville,OK,74006,36.7567,-95.9353,(844) 462-7342,True,US/Central,$5.50 every Tuesday,1
Regal Barkley Village,regal-barkley-village-1671,1671,3005 Cinema Place,Bellingham,WA,98226,48.7712,-122.4465,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal UA Olympus Pointe,regal-ua-olympus-pointe-1285,1285,520 N. Sunrise Avenue,Roseville,CA,95661,38.7481,-121.264,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,2
Regal Oakmont,regal-oakmont-0444,0444,4801 Cortez Road W,Bradenton,FL,34210,27.4622,-82.6149,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Bridgeport Village,regal-bridgeport-village-0652,0652,7329 SW Bridgeport Road,Tigard,OR,97224,45.3969,-122.7511,(844) 462-7342,True,US/Pacific,$6.25 every Tuesday,2
Regal UA Colorado Center,regal-ua-colorado-center-1308,1308,"2000 S. Colorado Blvd, Suite C",Denver,CO,80222,39.6803,-104.9402,(844) 462-7342,True,US/Mountain,$6.00 every Tuesday,2
Regal Fox Run,regal-fox-run-rpx-1728,1728,45 Gosling Road,Newington,NH,03801,43.0913,-70.8008,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Westbury,regal-westbury-1273,1273,7000 Brush Hollow Road,Westbury,NY,11590,40.7767,-73.5596,(844) 462-7342,False,US/Eastern,$7.50 every Tuesday,3
Regal UA Denver Pavilions,regal-ua-denver-pavilions-rpx-1315,1315,500 16Th Street #310,Denver,CO,80202,39.7439,-104.9901,(844) 462-7342,True,US/Mountain,$6.00 every Tuesday,2
Regal UA King Of Prussia,regal-ua-king-of-prussia-1329,1329,300 Goddard Blvd,King Of Prussia,PA,19406,40.0908,-75.3866,(844) 462-7342,False,US/Eastern,$7.00 every Tuesday,2
Regal Saipan,regal-saipan-megaplex-1646,1646,"2860 Costco Dr, Box 2109",Saipan,MP,96950,15.171,145.71249,(844) 462-7342,False,Pacific/Guam,$5.50 every Tuesday,1
Regal Cinebarre Boulder,regal-cinebarre-boulder-1411,1411,1164 W. Dillon Road,Louisville,CO,80027,39.9603,-105.1676,(844) 462-7342,True,US/Mountain,$5.50 every Tuesday,1
Regal Eagle Ridge Mall,regal-eagle-ridge-mall-0466,0466,955 Eagle Ridge Drive & Hwy 27,Lake Wales,FL,33859,27.9537,-81.6111,(844) 462-7342,True,US/Eastern,$5.50 every Tuesday,1
Regal McDonough,regal-mcdonough-1519,1519,115 Foster Drive,McDonough,GA,30253,33.4653,-84.2066,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Hollywood - Sarasota,regal-hollywood-sarasota-0467,0467,1993 Main Street,Sarasota,FL,34236,27.3373,-82.5316,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal UA Cortlandt Town Center,regal-ua-cortlandt-town-center-1318,1318,3131 East Main Street,Mohegan Lake,NY,10547,41.3199,-73.8573,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,3
Regal Edwards Corona Crossings,regal-edwards-corona-crossings-rpx-0665,0665,2650 Tuscany Street,Corona,CA,92881,33.8234,-117.5139,(844) 462-7342,True,US/Pacific,$5.00 every Tuesday,2
Regal Southland Mall,regal-southland-mall-0683,0683,20505 S Dixie Hwy Suite 1301,Miami,FL,33189,25.5772,-80.3689,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Ronkonkoma,regal-ronkonkoma-0632,0632,565 Portion Road,Ronkonkoma,NY,11779,40.8307,-73.0913,(844) 462-7342,False,US/Eastern,$7.50 every Tuesday,3
Regal Deer Park,regal-deer-park-0692,0692,1050 The Arches Circle,Deer Park,NY,11729,40.7624,-73.3095,(844) 462-7342,True,US/Eastern,$7.50 every Tuesday,3
Regal Martin Village,regal-martin-village-0673,0673,5400 East Martin Way,Lacey,WA,98516,47.0502,-122.8084,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,2
Regal Willamette Town Center,regal-willamette-town-center-0679,0679,831 Lancaster Dr NE Suite #8,Salem,OR,97301,44.9415,-122.9831,(844) 462-7342,False,US/Pacific,$6.25 every Tuesday,2
Regal La Habra,regal-la-habra-0704,0704,1351 W. Imperial Hwy,La Habra,CA,90631,33.917,-117.9608,(844) 462-7342,False,US/Pacific,$6.00 every Tuesday,2
Regal Keauhou,regal-keauhou-1830,1830,78-6831 Ali'l Drive Suite 342,Keauhou-Kona,HI,96740,19.5767,-155.9687,(844) 462-7342,True,US/Hawaii,$6.50 every Tuesday,2
Regal Stockton Holiday,regal-stockton-holiday-cinema-1816,1816,6262 N West Lane,Stockton,CA,95210,38.0121,-121.2937,(844) 462-7342,True,US/Pacific,$5.50 every Tuesday,1
Regal Webster Place,regal-webster-place-1793,1793,1471 W. Webster Avenue,Chicago,IL,60614,41.9215,-87.6656,(844) 462-7342,False,US/Central,$7.00 every Tuesday,2
Regal Hollywood - Ocala,regal-hollywood-ocala-0483,0483,2801 SW 27th Avenue,Ocala,FL,34474,29.1597,-82.1689,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Boulevard Centre,regal-boulevard-centre-0183,0183,24 Boulevard Centre,Niles,OH,44446,41.2109,-80.7526,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Lansing Mall,regal-lansing-mall-rpx-0596,0596,5330 West Saginaw Highway,Lansing,MI,48917,42.7433,-84.629,(844) 462-7342,True,US/Eastern,$5.00 every Tuesday,1
Regal Red Rock,regal-red-rock-0659,0659,11011 West Charleston Blvd,Las Vegas,NV,89135,36.1566,-115.3333,(844) 462-7342,True,US/Pacific,$7.00 every Tuesday,2
Regal Salisbury,regal-salisbury-rpx-0674,0674,2322 North Salisbury Blvd,Salisbury,MD,21801,38.389,-75.578,(844) 462-7342,True,US/Eastern,$7.50 every Tuesday,3
Regal Virginia Center,regal-virginia-center-0165,0165,10091 Jeb Stuart Parkway,Glen Allen,VA,23060,37.665,-77.4585,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Crystal Lake Showplace,regal-crystal-lake-showplace-0621,0621,5000 W. Route 14,Crystal Lake,IL,60014,42.2278,-88.2946,(844) 462-7342,True,US/Central,$5.00 every Tuesday,2
Regal Independence,regal-independence-0238,0238,1210 Independence Ave.,Akron,OH,44310,41.1109,-81.4708,(844) 462-7342,False,US/Eastern,$6.00 every Tuesday,1
Regal Stockton City Center,regal-stockton-city-center-1817,1817,222 N El Dorado Street,Stockton,CA,95202,37.955,-121.2897,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal East Greenbush,regal-east-greenbush-1738,1738,279 Troy Rd,Rensselaer,NY,12144,42.6335,-73.7018,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,3
Regal Fox Theater,regal-fox-theater-1655,1655,505 S 20th St,Laramie,WY,82070,41.3107,-105.5904,(844) 462-7342,True,US/Mountain,$5.50 every Tuesday,1
Regal Augusta,regal-augusta-1704,1704,23 Market Place Dr,Augusta,ME,04330,44.3419,-69.7907,(844) 462-7342,False,US/Eastern,$7.00 every Tuesday,2
Regal Fairfax Towne Center,regal-fairfax-towne-center-1275,1275,"4110 West Ox Rd, Suite 12110",Fairfax,VA,22033,38.865,-77.3679,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Bellingham,regal-bellingham-1713,1713,259 Hartford Ave,Bellingham,MA,02019,42.1143,-71.4733,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,3
Regal Quaker Crossing,regal-quaker-crossing-0700,0700,3450 Amelia Drive,Orchard Park,NY,14127,42.7892,-78.7741,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Pinnacle,regal-pinnacle-0682,0682,11240 Parkside Drive,Knoxville,TN,37922,35.90011,-84.15576,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Tall Firs,regal-tall-firs-0330,0330,20751 State Route 410 E,Bonneylake,WA,98390,47.1684,-122.1516,(844) 462-7342,True,US/Pacific,$6.25 every Tuesday,2
Regal Riverside Plaza,regal-riverside-plaza-1806,1806,3535 Riverside Plaza Drive,Riverside,CA,92506,33.955,-117.3877,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,3
Regal Columbia,regal-columbia-rpx-1621,1621,2800 Goodwin Point,Columbia,MO,65201,38.9211,-92.2989,(844) 462-7342,True,US/Central,$6.00 every Tuesday,1
Regal Concord,regal-concord-1725,1725,282 Louden Rd,Concord,NH,03301,43.2246,-71.4894,(844) 462-7342,True,US/Eastern,$5.95 every Tuesday,2
Regal Wilder,regal-wilder-1526,1526,103 Crossing Drive,Wilder,KY,41076,39.024,-84.448,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Binghamton,regal-binghamton-1732,1732,900 Front St,Binghamton,NY,13905,42.1339,-75.9055,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Hacienda Crossings,regal-hacienda-crossings-0347,0347,5000 Dublin Blvd,Dublin,CA,94568,37.705,-121.886,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,3
Regal Everett,regal-everett-rpx-0663,0663,1402 Everett Mall Way #133,Everett,WA,98208,47.9089,-122.2136,(844) 462-7342,True,US/Pacific,$7.00 every Tuesday,2
Regal Mall Of Georgia,regal-mall-of-georgia-0701,0701,"3333 Buford Drive, Suite 3000",Buford,GA,30519,34.0665,-83.9834,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal UA Laguna Village,regal-ua-laguna-village-1286,1286,8755 Center Parkway Drive,Sacramento,CA,95823,38.4384,-121.4205,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Broward,regal-broward-rpx-1762,1762,8000 West Broward Blvd. #1840,Plantation,FL,33324,26.1162,-80.2539,(844) 462-7342,True,US/Eastern,$5.50 every Tuesday,1
Regal Valley View Grande,regal-valley-view-grande-1867,1867,4730 Valley View Boulevard,Roanoke,VA,24012,37.3087,-79.9627,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Bolingbrook,regal-bolingbrook-1787,1787,1221 W. Boughton Road,Bolingbrook,IL,60440,41.7034,-88.1208,(844) 462-7342,True,US/Central,$6.00 every Tuesday,2
Regal UA Cinema 90,regal-ua-cinema-90-1214,1214,2830 Highway 90 West,Lake City,FL,32055,30.18,-82.6805,(844) 462-7342,False,US/Eastern,$6.50 every Tuesday,1
Regal Gulf Coast,regal-gulf-coast-0684,0684,10028 Gulf Center Drive,Fort Myers,FL,33913,26.4852,-81.788,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Waugh Chapel,regal-waugh-chapel-0542,0542,1419 S. Main Chapel Way,Gambrills,MD,21054,39.0377,-76.6798,(844) 462-7342,False,US/Eastern,$7.00 every Tuesday,2
Regal Gilbert,regal-gilbert-1606,1606,1012 S. Gilbert Rd.,Gilbert,AZ,85296,33.3293,-111.79,(844) 462-7342,True,US/Arizona,$5.50 every Tuesday,1
Regal Hadley,regal-hadley-theatre-0370,0370,1000 Corporate CT,South Plainfield,NJ,07080,40.5499,-74.4241,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Palladium,regal-palladium-1870,1870,5830 Samet Drive,High Point,NC,27265,36.03,-79.96,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal Fox Tower,regal-fox-tower-0633,0633,846 S.W. Park Ave,Portland,OR,97205,45.5186,-122.6811,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Palmetto Grande,regal-palmetto-grande-1884,1884,1319 Theatre Drive,Mount Pleasant,SC,29464,32.8245,-79.8388,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal UA Hampton Bays,regal-ua-hampton-bays-1313,1313,119 W. Montauk Highway,Hampton Bays,NY,11946,40.8624,-72.5602,(844) 462-7342,False,US/Eastern,$7.50 every Tuesday,3
Regal Hollywood - Port Richey,regal-hollywood-port-richey-0418,0418,6701 Cinema Drive (34668),Port Richey,FL,34668,28.3062,-82.7052,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal Lynbrook,regal-lynbrook-rpx-1348,1348,321 Merrick Road,Lynbrook,NY,11563,40.6573,-73.6716,(844) 462-7342,False,US/Eastern,$7.50 every Tuesday,3
Regal Edgmont Square,regal-edgmont-square-0232,0232,4777 W Chester Pike,Newtown Square,PA,19073,39.9753,-75.4405,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Pohatcong,regal-pohatcong-0378,0378,1246 US Highway 22,Phillipsburg,NJ,08865,40.678,-75.1472,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Edwards Houston Marq'E,regal-edwards-houston-marqe-1052,1052,7600 Katy Freeway,Houston,TX,77024,29.7842,-95.4783,(844) 462-7342,True,US/Central,$6.00 every Tuesday,2
Regal UA Sheepshead Bay,regal-ua-sheepshead-bay-1159,1159,3907 Shore Pkwy,Brooklyn,NY,11235,40.5858,-73.931,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,3
Regal Greenwood Mall,regal-greenwood-mall-1581,1581,2625 Scottsville Rd.,Bowling Green,KY,42103,36.9415,-86.4214,(844) 462-7342,True,US/Central,$6.50 every Tuesday,2
Regal Majestic,regal-majestic-1862,1862,900 Ellsworth Drive,Silver Spring,MD,20910,38.999,-77.0265,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,2
Regal Cape Cod Mall,regal-cape-cod-mall-1715,1715,793 Iyannough Road,Hyannis,MA,02601,41.669,-70.2961,(844) 462-7342,False,US/Eastern,$6.50 every Tuesday,2
Regal Downingtown,regal-downingtown-0385,0385,100 Quarry Road,Downingtown,PA,19335,40.0132,-75.677,(844) 462-7342,True,US/Eastern,$6.75 every Tuesday,2
Regal Valley River Center,regal-valley-river-center-0670,0670,500 Valley River Center,Eugene,OR,97401,44.0686,-123.1053,(844) 462-7342,True,US/Pacific,$5.00 every Tuesday,1
Regal Arbor Place,regal-arbor-place-0392,0392,6600 Douglas Blvd.,Douglasville,GA,30135,33.7215,-84.7748,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Laurel Towne Centre,regal-laurel-towne-centre-0563,0563,14716 Baltimore Ave,Laurel,MD,20707,39.0945,-76.8583,(844) 462-7342,True,US/Eastern,$7.25 every Tuesday,2
Regal MGM Springfield,regal-mgm-springfield-1467,1467,1 MGM Way,Springfield,MA,01103,42.0989,-72.5864,(844) 462-7342,False,US/Eastern,$6.50 every Tuesday,2
Regal Regency Panama City,regal-regency-panama-city-1859,1859,1515 W. 23rd St.,Panama City,FL,32406,30.1894,-85.6848,(844) 462-7342,False,US/Central,$6.50 every Tuesday,2
Regal Oakwood,regal-oakwood-0463,0463,2800 Oakwood Blvd,Hollywood,FL,33020,26.0345,-80.1604,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Nanuet,regal-nanuet-rpx-0558,0558,6201 Fashion Drive,Nanuet,NY,10954,41.0969,-74.0129,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,3
Regal Oviedo Mall,regal-oviedo-mall-0380,0380,1500 Oviedo Marketplace Blvd,Oviedo,FL,32765,28.6551,-81.2345,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Edwards Santa Maria & RPX,regal-edwards-santa-maria-rpx-1681,1681,100 Town Center East,Santa Maria,CA,93454,34.9512,-120.4343,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,2
Regal Louisiana Boardwalk,regal-louisiana-boardwalk-0664,0664,2 River Colony Drive,Bossier City,LA,71111,32.5158,-93.7368,(844) 462-7342,True,US/Central,$5.50 every Tuesday,1
Regal Germantown,regal-germantown-1710,1710,20000 Century Blvd,Germantown,MD,20874,39.1829,-77.2628,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,2
Regal Avalon,regal-avalon-1694,1694,3950 1st Street,Alpharetta,GA,30009,34.0718,-84.2765,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,2
Regal Morgantown,regal-morgantown-1644,1644,1001 Mountaineer Dr,Morgantown,WV,26501,39.6554,-80.0033,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Burlington,regal-burlington-0198,0198,250 Bromley Boulevard,Burlington,NJ,08016,40.0397,-74.8205,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Green Valley Ranch,regal-green-valley-ranch-0637,0637,2300 Paseo Verde,Henderson,NV,89052,36.0218,-115.0811,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,2
Regal Royal Palm Beach,regal-royal-palm-beach-rpx-0351,0351,1003 State Road 7,Royal Palm Beach,FL,33411,26.6943,-80.2019,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Lake Zurich,regal-lake-zurich-0620,0620,755 S. Rand Road,Lake Zurich,IL,60047,42.1825,-88.0833,(844) 462-7342,True,US/Central,$6.50 every Tuesday,2
Regal Macarthur Center,regal-macarthur-center-rpx-0365,0365,"300 Monticello Avenue, Ste 330",Norfolk,VA,23510,36.85,-76.29,(844) 462-7342,True,US/Eastern,$5.25 every Tuesday,1
Regal Downtown West,regal-downtown-west-cinema-0103,0103,1640 Downtown West Blvd.,Knoxville,TN,37919,35.922,-84.0509,(844) 462-7342,True,US/Eastern,$5.50 every Tuesday,1
Regal Starlight - Charlotte,regal-starlight-charlotte-1848,1848,11240 US Hwy 29,Charlotte,NC,28262,35.3338,-80.7176,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Ballston Quarter,regal-ballston-quarter-0296,0296,671 N. Glebe Road,Arlington,VA,22203,38.8778,-77.1106,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,2
Regal Village At The Peaks,regal-village-at-the-peaks-rpx-1673,1673,1230 S Hover Road,Longmont,CO,80501,40.1476,-105.127,(844) 462-7342,True,US/Pacific,$6.00 every Tuesday,2
Regal Northampton,regal-northampton-cinema-rpx-0371,0371,3720 Easton-Nazareth Highway,Easton,PA,18045,40.7142,-75.2822,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,2
Regal Belltower,regal-belltower-0432,0432,13499 Belltower Drive,Ft Myers,FL,33907,26.5472,-81.8678,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Hollywood - Nashville,regal-hollywood-rpx-nashville-0489,0489,719 Thompson Ln,Nashville,TN,37204,36.1122,-86.7666,(844) 462-7342,True,US/Central,$6.50 every Tuesday,3
Regal UA Circle Centre,regal-ua-circle-centre-1291,1291,"49 West Maryland St, Suite 221",Indianapolis,IN,46204,39.7654,-86.1594,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,1
Regal Rockville Center,regal-rockville-center-0336,0336,199 East Montgomery Avenue,Rockville,MD,20850,39.0833,-77.1502,(844) 462-7342,True,US/Eastern,$7.50 every Tuesday,2
Regal Atlas Park,regal-atlas-park-0688,0688,"80-28 Cooper Ave, Suite #6216",Glendale,NY,11385,40.709,-73.8705,(844) 462-7342,False,US/Eastern,$7.50 every Tuesday,3
Regal Longston Place,regal-longston-place-0355,0355,13317 Meridan St. East,Puyallup,WA,98373,47.1357,-122.2917,(844) 462-7342,True,US/Pacific,$6.25 every Tuesday,2
Regal Summerlin Luxury,regal-summerlin-luxury-0575,0575,2070 Park Center Drive,Las Vegas,NV,89135,36.149,-115.332,(844) 462-7342,False,US/Pacific,$7.00 every Tuesday,3
Regal Springfield Town Center,regal-springfield-town-center-0595,0595,6859 Springfield Mall,Springfield,VA,22150,38.7731,-77.174,(844) 462-7342,False,US/Eastern,$7.00 every Tuesday,3
Regal Warrington Crossing,regal-warrington-crossing-0379,0379,"104 Easton Rd., Bldg F",Warrington,PA,18976,40.2164,-75.143,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Parkway Plaza,regal-parkway-plaza-0388,0388,405 Parkway Plaza,El Cajon,CA,92020,32.8036,-116.9676,(844) 462-7342,True,US/Pacific,$6.50 every Tuesday,3
Regal Peoples Plaza,regal-peoples-plaza-0133,0133,1100 Peoples Plaza,Newark,DE,19702,39.597,-75.7512,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Grand Central Mall,regal-grand-central-mall-0115,0115,700 Grand Central Mall,Vienna,WV,26105,39.305,-81.5506,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,1
Regal Cumberland Mall,regal-cumberland-mall-0244,0244,3849 South Delsea,Vineland,NJ,08360,39.4315,-75.0411,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,2
Regal Crocker Park,regal-crocker-park-0155,0155,30147 Detroit Road,Westlake,OH,44145,41.4632,-81.9541,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Boone,regal-boone-cinema-0217,0217,210 New Market Street Centre,Boone,NC,28607,36.2203,-81.6592,(844) 462-7342,True,US/Eastern,$5.50 every Tuesday,1
Regal Kiln Creek,regal-kiln-creek-0161,0161,100 Regal Way,Newport News,VA,23602,37.1106,-76.4735,(844) 462-7342,True,US/Eastern,$5.00 every Tuesday,1
Regal Medlock Crossing,regal-medlock-crossing-rpx-0354,0354,"9700 Medlock Bridge Rd, St 170",Duluth,GA,30097,34.018,-84.1902,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,2
Regal Commerce Center,regal-commerce-center-rpx-0705,0705,2399 Route 1 South,North Brunswick,NJ,08902,40.4427,-74.5053,(844) 462-7342,True,US/Eastern,$5.50 every Tuesday,2
Regal Avenues,regal-avenues-4dx-rpx-0241,0241,9525 Phillips Highway,Jacksonville,FL,32256,30.1927,-81.5647,(844) 462-7342,True,US/Eastern,$5.50 every Tuesday,1
Regal Village Park,regal-village-park-0147,0147,2222 East 146th Street,Carmel,IN,46033,40.0003,-86.1212,(844) 462-7342,True,US/Eastern,$5.00 every Tuesday,1
Regal Canyon View,regal-canyon-view-0698,0698,648 Market Street,Grand Junction,CO,81505,39.0928,-108.6053,(844) 462-7342,True,US/Mountain,$6.00 every Tuesday,2
Regal Arnot Mall,regal-arnot-mall-1730,1730,3300 Chambers Rd,Horseheads,NY,14845,42.1542,-76.8758,(844) 462-7342,False,US/Eastern,$6.50 every Tuesday,2
Regal Manahawkin,regal-manahawkin-1754,1754,733 Route 72 East,Manahawkin,NJ,08050,39.7111,-74.2789,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,2
Regal El Dorado Hills,regal-el-dorado-hills-1807,1807,2101 Vine Street,El Dorado Hills,CA,95762,38.652,-121.0621,(844) 462-7342,True,US/Pacific,$5.00 every Tuesday,2
Regal Culpeper,regal-culpeper-1913,1913,210 S Main Street,Culpeper,VA,22701,38.4727,-77.9964,(844) 462-7342,False,US/Eastern,$7.00 every Tuesday,2
Regal Clifton Park,regal-clifton-park-rpx-1769,1769,22 Clifton Country Road,Clifton Park,NY,12065,42.8605,-73.781,(844) 462-7342,False,US/Eastern,$6.50 every Tuesday,3
Regal Tullahoma,regal-tullahoma-0120,0120,2221 N. Jackson Street,Tullahoma,TN,37388,35.3915,-86.2455,(844) 462-7342,False,US/Central,$5.50 every Tuesday,1
Regal Starlight - Anderson,regal-starlight-anderson-1853,1853,141 Interstate Boulevard,Anderson,SC,29621,34.5757,-82.7083,(844) 462-7342,True,US/Eastern,$5.00 every Tuesday,1
Regal Northlake Village,regal-northlake-village-1889,1889,929 North Lake Drive,Lexington,SC,29072,33.9933,-81.2313,(844) 462-7342,True,US/Eastern,$6.00 every Tuesday,1
Regal Crossgates,regal-crossgates-1737,1737,120 B Washington Avenue Ext,Albany,NY,12203,42.6891,-73.853,(844) 462-7342,True,US/Eastern,$7.00 every Tuesday,3
Regal Tyler Rose,regal-tyler-rose-1635,1635,1250 Loop 323 South SW,Tyler,TX,75701,32.3369,-95.3402,(844) 462-7342,True,US/Central,$5.50 every Tuesday,1
Regal Waterford,regal-waterford-1703,1703,123 Cross Rd,Waterford,CT,06385,41.3677,-72.1659,(844) 462-7342,False,US/Eastern,$7.00 every Tuesday,2
Regal Forum,regal-forum-1653,1653,1101 E. 18th Street,Rolla,MO,65401,37.958,-91.7594,(844) 462-7342,False,US/Central,$6.00 every Tuesday,1
Regal Killeen,regal-killeen-1636,1636,2501 E. Central Texas Expwy,Killeen,TX,76543,31.0896,-97.7162,(844) 462-7342,True,US/Central,$5.50 every Tuesday,1
Regal Prince Kuhio,regal-prince-kuhio-1652,1652,111 East Puainako Street,Hilo,HI,96720,19.6983,-155.0649,(844) 462-7342,True,US/Hawaii,$6.50 every Tuesday,2
Regal Birkdale,regal-birkdale-rpx-1842,1842,16950 Birkdale Commons Pkwy,Huntersville,NC,28078,35.4466,-80.8776,(844) 462-7342,True,US/Eastern,$5.50 every Tuesday,1
Regal Commonwealth,regal-commonwealth-1864,1864,5001 Commonwealth Centre Pkwy,Midlothian,VA,23112,37.4179,-77.6303,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Hudson,regal-hudson-cinema-0164,0164,5339 Darrow Road,Hudson,OH,44236,41.211,-81.4405,(844) 462-7342,False,US/Eastern,$6.25 every Tuesday,1
Regal Butler Town Center,regal-butler-town-center-0219,0219,3101 SW 35th Blvd Butler Plaza,Gainesville,FL,32608,29.6241,-82.3736,(844) 462-7342,True,US/Eastern,$6.50 every Tuesday,2
Regal Paseo,regal-paseo-1485,1485,300 E Colorado Blvd.,Pasadena,CA,91101,34.14515,-118.14367,(844) 462-7342,True,US/Pacific,$7.00 every Tuesday,3
